dataset,efsearch,recall,per_query_us,total_time,distance_time
glove-100-angular_100k,10,47.68,53.0129,0.047616,0.0425639
glove-100-angular_100k,20,60.98,74.8009,0.069404,0.0625903
glove-100-angular_100k,30,68.52,96.1949,0.090798,0.0839005
glove-100-angular_100k,40,73.43,116.882,0.111485,0.10754
glove-100-angular_100k,50,76.76,136.61,0.131213,0.127874
glove-100-angular_100k,60,79.01,159.999,0.154602,0.147352
glove-100-angular_100k,70,80.35,178.632,0.173235,0.165879
glove-100-angular_100k,80,81.79,201.988,0.196591,0.189085
glove-100-angular_100k,90,83.1,217.709,0.212312,0.204738
glove-100-angular_100k,100,83.94,236.668,0.231271,0.223697
glove-100-angular_100k,110,84.68,252.17,0.246773,0.239139
glove-100-angular_100k,120,85.21,273.586,0.268189,0.264279
glove-100-angular_100k,130,86.04,287.453,0.282056,0.278217
glove-100-angular_100k,140,86.5,312.486,0.307089,0.299168
glove-100-angular_100k,150,87.0,331.942,0.326545,0.318526
glove-100-angular_100k,160,87.34,340.359,0.334962,0.327009
glove-100-angular_100k,170,87.57,355.503,0.350106,0.34204
glove-100-angular_100k,180,87.86,368.763,0.363366,0.355328
glove-100-angular_100k,190,88.17,380.249,0.374852,0.370706
glove-100-angular_100k,200,88.39,399.845,0.394448,0.38632
glove-100-angular_100k,240,89.37,466.879,0.461482,0.453184
glove-100-angular_100k,280,90.23,525.592,0.520195,0.515706
glove-100-angular_100k,320,90.88,605.555,0.600158,0.591464
glove-100-angular_100k,360,91.36,645.031,0.639634,0.630979
glove-100-angular_100k,400,91.81,704.036,0.698639,0.689947
glove-100-angular_100k,500,92.51,833.25,0.827853,0.822994
glove-100-angular_100k,600,93.11,953.526,0.948129,0.939222
glove-100-angular_100k,700,93.44,1054.73,1.04934,1.04057
glove-100-angular_100k,800,93.75,1164.41,1.15902,1.15413
glove-100-angular_100k,900,93.93,1309.73,1.30434,1.29535
glove-100-angular_100k,1000,94.05,1377.74,1.37234,1.36351
glove-100-angular_100k,1100,94.15,1494.65,1.48925,1.48044
glove-100-angular_100k,1200,94.33,1589.91,1.58452,1.57574
glove-100-angular_100k,1300,94.4,1693.17,1.68777,1.68689
glove-100-angular_100k,1400,94.52,1773.24,1.76785,1.75903
glove-100-angular_100k,1500,94.56,1883.27,1.87787,1.86852
glove-100-angular_100k,2000,94.91,2286.46,2.28106,2.27635
glove-100-angular_100k,2500,95.1,2739.94,2.73455,2.72981
glove-100-angular_100k,3000,95.21,3084.9,3.0795,3.07079
glove-100-angular_100k,3500,95.35,3449.69,3.44429,3.43568
glove-100-angular_100k,4000,95.49,3781.4,3.776,3.76757
glove-100-angular_100k,6000,95.75,5059.21,5.05381,5.04545
glove-100-angular_100k,10000,95.96,7201.84,7.19644,7.18861
glove-100-angular_100k,15000,96.08,9546.84,9.54144,9.53388
glove-100-angular_100k,10,47.68,50.5322,0.046614,0.0413544
glove-100-angular_100k,20,60.98,71.0322,0.067114,0.0603859
glove-100-angular_100k,30,68.52,91.8352,0.087917,0.0810811
glove-100-angular_100k,40,73.43,109.489,0.105571,0.101445
glove-100-angular_100k,50,76.76,132.717,0.128799,0.121743
glove-100-angular_100k,60,79.01,148.065,0.144147,0.140829
glove-100-angular_100k,70,80.35,169.82,0.165902,0.158668
glove-100-angular_100k,80,81.79,185.837,0.181919,0.178492
glove-100-angular_100k,90,83.1,209.887,0.205969,0.198577
glove-100-angular_100k,100,83.94,224.082,0.220164,0.212793
glove-100-angular_100k,110,84.68,241.519,0.237601,0.2301
glove-100-angular_100k,120,85.21,253.917,0.249999,0.246342
glove-100-angular_100k,130,86.04,284.443,0.280525,0.272851
glove-100-angular_100k,140,86.5,293.686,0.289768,0.286034
glove-100-angular_100k,150,87.0,306.877,0.302959,0.295276
glove-100-angular_100k,160,87.34,324.179,0.320261,0.312489
glove-100-angular_100k,170,87.57,339.472,0.335554,0.327736
glove-100-angular_100k,180,87.86,355.023,0.351105,0.343243
glove-100-angular_100k,190,88.17,370.375,0.366457,0.358521
glove-100-angular_100k,200,88.39,385.876,0.381958,0.374025
glove-100-angular_100k,240,89.37,445.897,0.441979,0.433856
glove-100-angular_100k,280,90.23,510.18,0.506262,0.497989
glove-100-angular_100k,320,90.88,568.463,0.564545,0.556163
glove-100-angular_100k,360,91.36,611.904,0.607986,0.599629
glove-100-angular_100k,400,91.81,662.643,0.658725,0.654241
glove-100-angular_100k,500,92.51,789.839,0.785921,0.77738
glove-100-angular_100k,600,93.11,923.132,0.919214,0.910541
glove-100-angular_100k,700,93.44,1021.92,1.018,1.00941
glove-100-angular_100k,800,93.75,1143.02,1.1391,1.13045
glove-100-angular_100k,900,93.93,1255.56,1.25164,1.24293
glove-100-angular_100k,1000,94.05,1342.01,1.33809,1.32944
glove-100-angular_100k,1100,94.15,1448.94,1.44502,1.43626
glove-100-angular_100k,1200,94.33,1551.75,1.54783,1.53911
glove-100-angular_100k,1300,94.4,1631.16,1.62724,1.61857
glove-100-angular_100k,1400,94.52,1740.33,1.73641,1.72764
glove-100-angular_100k,1500,94.56,1837.45,1.83353,1.82471
glove-100-angular_100k,2000,94.91,2245.37,2.24145,2.23275
glove-100-angular_100k,2500,95.1,2663.59,2.65967,2.65093
glove-100-angular_100k,3000,95.21,3020.92,3.017,3.00828
glove-100-angular_100k,3500,95.35,3386.44,3.38252,3.37379
glove-100-angular_100k,4000,95.49,3719.68,3.71576,3.70709
glove-100-angular_100k,6000,95.75,4986.71,4.98279,4.98209
glove-100-angular_100k,10000,95.96,7177.9,7.17398,7.16574
glove-100-angular_100k,15000,96.08,9443.51,9.43959,9.43573
glove-200-angular_100k,10,61.89,52.5263,0.040222,0.0379482
glove-200-angular_100k,20,70.79,75.8873,0.063583,0.0574546
glove-200-angular_100k,30,74.99,97.1243,0.08482,0.0778467
glove-200-angular_100k,40,77.07,116.954,0.10465,0.0975879
glove-200-angular_100k,50,78.59,135.885,0.123581,0.116437
glove-200-angular_100k,60,79.95,154.086,0.141782,0.13448
glove-200-angular_100k,70,80.87,170.416,0.158112,0.15072
glove-200-angular_100k,80,81.39,185.948,0.173644,0.166142
glove-200-angular_100k,90,81.83,206.878,0.194574,0.186844
glove-200-angular_100k,100,82.18,217.689,0.205385,0.197683
glove-200-angular_100k,110,82.36,233.835,0.221531,0.213641
glove-200-angular_100k,120,82.68,243.042,0.230738,0.226068
glove-200-angular_100k,130,82.9,268.89,0.256586,0.248481
glove-200-angular_100k,140,83.11,270.314,0.25801,0.250027
glove-200-angular_100k,150,83.35,281.618,0.269314,0.261291
glove-200-angular_100k,160,83.49,293.796,0.281492,0.273413
glove-200-angular_100k,170,83.6,306.665,0.294361,0.286208
glove-200-angular_100k,180,83.68,313.301,0.300997,0.296726
glove-200-angular_100k,190,83.76,328.752,0.316448,0.308217
glove-200-angular_100k,200,83.84,341.974,0.32967,0.321466
glove-200-angular_100k,240,84.16,379.359,0.367055,0.36264
glove-200-angular_100k,280,84.27,422.487,0.410183,0.401697
glove-200-angular_100k,320,84.45,465.17,0.452866,0.452195
glove-200-angular_100k,360,84.53,497.485,0.485181,0.476585
glove-200-angular_100k,400,84.59,540.201,0.527897,0.519134
glove-200-angular_100k,500,84.7,614.189,0.601885,0.593038
glove-200-angular_100k,600,84.8,703.87,0.691566,0.682551
glove-200-angular_100k,700,84.87,772.258,0.759954,0.750905
glove-200-angular_100k,800,84.98,832.905,0.820601,0.811534
glove-200-angular_100k,900,85.05,896.624,0.88432,0.87531
glove-200-angular_100k,1000,85.13,952.96,0.940656,0.931584
glove-200-angular_100k,1100,85.16,1024.85,1.01255,1.00341
glove-200-angular_100k,1200,85.19,1082.2,1.0699,1.06068
glove-200-angular_100k,1300,85.24,1127.92,1.11561,1.10645
glove-200-angular_100k,1400,85.26,1197.31,1.18501,1.17579
glove-200-angular_100k,1500,85.29,1236.72,1.22442,1.21526
glove-200-angular_100k,2000,85.47,1504.93,1.49263,1.48338
glove-200-angular_100k,2500,85.55,1739.85,1.72755,1.71834
glove-200-angular_100k,3000,85.56,1958.57,1.94627,1.94097
glove-200-angular_100k,3500,85.58,2179.81,2.16751,2.15832
glove-200-angular_100k,4000,85.61,2384.62,2.37231,2.36317
glove-200-angular_100k,6000,85.65,3155.16,3.14286,3.13376
glove-200-angular_100k,10000,85.71,4463.81,4.4515,4.44259
glove-200-angular_100k,15000,85.73,5830.57,5.81826,5.80958
glove-200-angular_100k,10,61.89,56.8678,0.043926,0.0380862
glove-200-angular_100k,20,70.79,77.3358,0.064394,0.0575578
glove-200-angular_100k,30,74.99,97.9018,0.08496,0.0779934
glove-200-angular_100k,40,77.07,118.003,0.105061,0.0979869
glove-200-angular_100k,50,78.59,136.918,0.123976,0.116755
glove-200-angular_100k,60,79.95,154.772,0.14183,0.134501
glove-200-angular_100k,70,80.87,171.136,0.158194,0.150783
glove-200-angular_100k,80,81.39,187.388,0.174446,0.166915
glove-200-angular_100k,90,81.83,205.299,0.192357,0.184636
glove-200-angular_100k,100,82.18,217.599,0.204657,0.196933
glove-200-angular_100k,110,82.36,230.91,0.217968,0.210137
glove-200-angular_100k,120,82.68,245.145,0.232203,0.224338
glove-200-angular_100k,130,82.9,256.219,0.243277,0.239178
glove-200-angular_100k,140,83.11,271.456,0.258514,0.2505
glove-200-angular_100k,150,83.35,275.605,0.262663,0.262516
glove-200-angular_100k,160,83.49,302.739,0.289797,0.281578
glove-200-angular_100k,170,83.6,310.909,0.297967,0.289746
glove-200-angular_100k,180,83.68,318.953,0.306011,0.297781
glove-200-angular_100k,190,83.76,330.066,0.317124,0.308854
glove-200-angular_100k,200,83.84,338.785,0.325843,0.321521
glove-200-angular_100k,240,84.16,385.246,0.372304,0.363919
glove-200-angular_100k,280,84.27,424.397,0.411455,0.402866
glove-200-angular_100k,320,84.45,463.31,0.450368,0.441758
glove-200-angular_100k,360,84.53,497.307,0.484365,0.47566
glove-200-angular_100k,400,84.59,546.146,0.533204,0.524343
glove-200-angular_100k,500,84.7,615.571,0.602629,0.593732
glove-200-angular_100k,600,84.8,686.145,0.673203,0.668247
glove-200-angular_100k,700,84.87,758.694,0.745752,0.740793
glove-200-angular_100k,800,84.98,825.164,0.812222,0.807147
glove-200-angular_100k,900,85.05,905.496,0.892554,0.88338
glove-200-angular_100k,1000,85.13,952.88,0.939938,0.934774
glove-200-angular_100k,1100,85.16,1016.92,1.00398,0.994801
glove-200-angular_100k,1200,85.19,1095.93,1.08299,1.07377
glove-200-angular_100k,1300,85.24,1132.11,1.11917,1.10998
glove-200-angular_100k,1400,85.26,1186.89,1.17395,1.16472
glove-200-angular_100k,1500,85.29,1252.69,1.23975,1.23052
glove-200-angular_100k,2000,85.47,1508.71,1.49577,1.48653
glove-200-angular_100k,2500,85.55,1743.08,1.73014,1.72087
glove-200-angular_100k,3000,85.56,1956.84,1.9439,1.93467
glove-200-angular_100k,3500,85.58,2190.48,2.17754,2.16831
glove-200-angular_100k,4000,85.61,2389.87,2.37692,2.36769
glove-200-angular_100k,6000,85.65,3156.44,3.14349,3.13849
glove-200-angular_100k,10000,85.71,4471.89,4.45895,4.44995
glove-200-angular_100k,15000,85.73,5837.33,5.82439,5.81971
glove-200-angular_10k,10,78.7,39.9958,0.027597,0.0247194
glove-200-angular_10k,20,82.66,54.3638,0.041965,0.0383499
glove-200-angular_10k,30,84.16,65.4648,0.053066,0.0494142
glove-200-angular_10k,40,84.66,74.7918,0.062393,0.0587129
glove-200-angular_10k,50,84.97,76.0278,0.063629,0.0667582
glove-200-angular_10k,60,85.17,90.1588,0.07776,0.0739875
glove-200-angular_10k,70,85.26,96.7788,0.08438,0.0806019
glove-200-angular_10k,80,85.38,103.471,0.091072,0.0872364
glove-200-angular_10k,90,85.51,109.065,0.096666,0.0928487
glove-200-angular_10k,100,85.59,114.905,0.102506,0.0986751
glove-200-angular_10k,110,85.7,120.069,0.10767,0.103813
glove-200-angular_10k,120,85.78,125.511,0.113112,0.109254
glove-200-angular_10k,130,85.83,130.614,0.118215,0.114283
glove-200-angular_10k,140,85.88,135.206,0.122807,0.118918
glove-200-angular_10k,150,85.96,140.014,0.127615,0.123684
glove-200-angular_10k,160,86.0,144.878,0.132479,0.128529
glove-200-angular_10k,170,86.02,148.993,0.136594,0.132644
glove-200-angular_10k,180,86.03,153.702,0.141303,0.137364
glove-200-angular_10k,190,86.06,157.702,0.145303,0.141336
glove-200-angular_10k,200,86.09,162.574,0.150175,0.14617
glove-200-angular_10k,240,86.17,175.084,0.162685,0.162463
glove-200-angular_10k,280,86.22,193.549,0.18115,0.177068
glove-200-angular_10k,320,86.27,208.518,0.196119,0.192027
glove-200-angular_10k,360,86.29,221.467,0.209068,0.204951
glove-200-angular_10k,400,86.31,234.901,0.222502,0.218281
glove-200-angular_10k,500,86.37,264.608,0.252209,0.247994
glove-200-angular_10k,600,86.41,292.258,0.279859,0.275615
glove-200-angular_10k,700,86.44,318.159,0.30576,0.301483
glove-200-angular_10k,800,86.49,344.11,0.331711,0.327448
glove-200-angular_10k,900,86.52,367.613,0.355214,0.350871
glove-200-angular_10k,1000,86.55,377.063,0.364664,0.372159
glove-200-angular_10k,1100,86.58,411.071,0.398672,0.394207
glove-200-angular_10k,1200,86.59,430.608,0.418209,0.413767
glove-200-angular_10k,1300,86.61,450.018,0.437619,0.433204
glove-200-angular_10k,1400,86.62,467.329,0.45493,0.450433
glove-200-angular_10k,1500,86.63,484.72,0.472321,0.467829
glove-200-angular_10k,2000,86.67,560.524,0.548125,0.543525
glove-200-angular_10k,2500,86.69,621.248,0.608849,0.604246
glove-200-angular_10k,3000,86.7,662.757,0.650358,0.645651
glove-200-angular_10k,3500,86.7,669.21,0.656811,0.652142
glove-200-angular_1k,10,89.89,39.8582,0.024641,0.0220768
glove-200-angular_1k,20,92.44,49.4832,0.034266,0.0310808
glove-200-angular_1k,30,93.32,48.0242,0.032807,0.0372059
glove-200-angular_1k,40,93.58,60.1572,0.04494,0.041754
glove-200-angular_1k,50,93.79,59.9052,0.044688,0.0453352
glove-200-angular_1k,60,93.93,66.9802,0.051763,0.0485206
glove-200-angular_1k,70,94.0,69.6822,0.054465,0.0511859
glove-200-angular_1k,80,94.04,72.2502,0.057033,0.0537646
glove-200-angular_1k,90,94.14,74.3192,0.059102,0.0558105
glove-200-angular_1k,100,94.21,76.5562,0.061339,0.0580639
glove-200-angular_1k,110,94.25,78.5182,0.063301,0.0600157
glove-200-angular_1k,120,94.31,80.7762,0.065559,0.0622646
glove-200-angular_1k,130,94.33,82.7282,0.067511,0.0642383
glove-200-angular_1k,140,94.33,84.4342,0.069217,0.0658938
glove-25-angular_100k,10,76.16,23.5825,0.023231,0.0197386
glove-25-angular_100k,20,87.02,30.2745,0.029923,0.0289917
glove-25-angular_100k,30,91.27,43.0895,0.042738,0.0384454
glove-25-angular_100k,40,93.8,52.6315,0.05228,0.0479527
glove-25-angular_100k,50,95.09,62.5245,0.062173,0.057785
glove-25-angular_100k,60,96.11,73.0005,0.072649,0.0682001
glove-25-angular_100k,70,96.91,82.5055,0.082154,0.0776802
glove-25-angular_100k,80,97.46,101.733,0.101382,0.0966337
glove-25-angular_100k,90,97.81,106.094,0.105743,0.101041
glove-25-angular_100k,100,98.04,109.839,0.109488,0.108559
glove-25-angular_100k,110,98.18,122.433,0.122082,0.117399
glove-25-angular_100k,120,98.29,134.207,0.133856,0.129114
glove-25-angular_100k,130,98.45,143.537,0.143186,0.138394
glove-25-angular_100k,140,98.57,151.595,0.151244,0.146473
glove-25-angular_100k,150,98.69,160.494,0.160143,0.155328
glove-25-angular_100k,160,98.74,167.987,0.167636,0.162893
glove-25-angular_100k,170,98.86,176.364,0.176013,0.171266
glove-25-angular_100k,180,98.9,186.587,0.186236,0.181451
glove-25-angular_100k,190,98.95,209.525,0.209174,0.2041
glove-25-angular_100k,200,99.01,207.842,0.207491,0.202588
glove-25-angular_100k,240,99.14,244.03,0.243679,0.242582
glove-25-angular_100k,280,99.23,280.72,0.280369,0.275265
glove-25-angular_100k,320,99.3,310.456,0.310105,0.305095
glove-25-angular_100k,360,99.33,346.34,0.345989,0.3409
glove-25-angular_100k,400,99.36,377.891,0.37754,0.372417
glove-25-angular_100k,500,99.45,466.482,0.466131,0.460862
glove-25-angular_100k,600,99.48,529.402,0.529051,0.527707
glove-25-angular_100k,700,99.54,623.714,0.623363,0.621745
glove-25-angular_100k,10,76.16,22.1208,0.021726,0.019603
glove-25-angular_100k,20,87.02,32.7628,0.032368,0.0281815
glove-25-angular_100k,30,91.27,42.3228,0.041928,0.0377186
glove-25-angular_100k,40,93.8,52.6258,0.052231,0.0479418
glove-25-angular_100k,50,95.09,60.0768,0.059682,0.057603
glove-25-angular_100k,60,96.11,72.2648,0.07187,0.0674664
glove-25-angular_100k,70,96.91,77.9658,0.077571,0.0769475
glove-25-angular_100k,80,97.46,95.8188,0.095424,0.0908327
glove-25-angular_100k,90,97.81,109.722,0.109327,0.104503
glove-25-angular_100k,100,98.04,106.419,0.106024,0.108993
glove-25-angular_100k,110,98.18,120.82,0.120425,0.115761
glove-25-angular_100k,120,98.29,130.138,0.129743,0.125101
glove-25-angular_100k,130,98.45,139.496,0.139101,0.134418
glove-25-angular_100k,140,98.57,148.467,0.148072,0.143395
glove-25-angular_100k,150,98.69,157.42,0.157025,0.152346
glove-25-angular_100k,160,98.74,171.815,0.17142,0.166623
glove-25-angular_100k,170,98.86,176.179,0.175784,0.17099
glove-25-angular_100k,180,98.9,184.352,0.183957,0.179183
glove-25-angular_100k,190,98.95,193.245,0.19285,0.188125
glove-25-angular_100k,200,99.01,202.315,0.20192,0.197155
glove-25-angular_100k,240,99.14,238.696,0.238301,0.233452
glove-25-angular_100k,280,99.23,271.943,0.271548,0.266591
glove-25-angular_100k,320,99.3,306.393,0.305998,0.301025
glove-25-angular_100k,360,99.33,338.531,0.338136,0.333129
glove-25-angular_100k,400,99.36,382.431,0.382036,0.376847
glove-25-angular_100k,500,99.45,451.411,0.451016,0.449535
glove-25-angular_100k,600,99.48,525.154,0.524759,0.523464
glove-25-angular_100k,700,99.54,600.969,0.600574,0.595289
glove-50-angular_100k,10,61.08,39.7429,0.036256,0.0319093
glove-50-angular_100k,20,73.4,54.7599,0.051273,0.0454971
glove-50-angular_100k,30,79.4,70.0089,0.066522,0.0606298
glove-50-angular_100k,40,83.18,85.2579,0.081771,0.0758141
glove-50-angular_100k,50,85.6,100.35,0.096863,0.0908506
glove-50-angular_100k,60,87.33,119.654,0.116167,0.113681
glove-50-angular_100k,70,88.7,128.297,0.12481,0.122486
glove-50-angular_100k,80,89.9,151.148,0.147661,0.141253
glove-50-angular_100k,90,90.66,156.536,0.153049,0.150625
glove-50-angular_100k,100,91.49,172.561,0.169074,0.162741
glove-50-angular_100k,110,92.13,184.594,0.181107,0.174743
glove-50-angular_100k,120,92.66,208.212,0.204725,0.198188
glove-50-angular_100k,130,93.08,222.634,0.219147,0.212514
glove-50-angular_100k,140,93.53,227.152,0.223665,0.217176
glove-50-angular_100k,150,93.9,241.623,0.238136,0.231239
glove-50-angular_100k,160,94.17,250.72,0.247233,0.240705
glove-50-angular_100k,170,94.48,261.424,0.257937,0.251433
glove-50-angular_100k,180,94.75,280.077,0.27659,0.269955
glove-50-angular_100k,190,94.9,307.011,0.303524,0.296645
glove-50-angular_100k,200,95.16,303.518,0.300031,0.293456
glove-50-angular_100k,240,95.8,352.214,0.348727,0.342013
glove-50-angular_100k,280,96.32,408.403,0.404916,0.397992
glove-50-angular_100k,320,96.72,444.463,0.440976,0.434071
glove-50-angular_100k,360,96.91,494.834,0.491347,0.484336
glove-50-angular_100k,400,97.05,536.159,0.532672,0.525573
glove-50-angular_100k,500,97.38,667.273,0.663786,0.656444
glove-50-angular_100k,600,97.57,751.979,0.748492,0.741185
glove-50-angular_100k,700,97.81,863.09,0.859603,0.852233
glove-50-angular_100k,800,97.95,968.006,0.964519,0.95701
glove-50-angular_100k,900,98.04,1075.07,1.07158,1.06405
glove-50-angular_100k,1000,98.12,1160.3,1.15681,1.14934
glove-50-angular_100k,1100,98.17,1236.5,1.23301,1.22957
glove-50-angular_100k,1200,98.24,1355.53,1.35205,1.34452
glove-50-angular_100k,1300,98.28,1454.64,1.45116,1.44358
glove-50-angular_100k,1400,98.32,1529.21,1.52572,1.51821
glove-50-angular_100k,1500,98.38,1593.02,1.58953,1.58215
glove-50-angular_100k,2000,98.5,2054.07,2.05058,2.04306
glove-50-angular_100k,2500,98.55,2398.76,2.39527,2.38784
glove-50-angular_100k,3000,98.61,2767.91,2.76442,2.75704
glove-50-angular_100k,3500,98.62,3114.96,3.11147,3.10413
glove-50-angular_100k,4000,98.63,3454.59,3.45111,3.44775
glove-50-angular_100k,6000,98.65,4720.3,4.71682,4.70953
glove-50-angular_100k,10000,98.68,6846.48,6.843,6.84014
glove-50-angular_100k,15000,98.72,9163.2,9.15972,9.15739
glove-50-angular_100k,10,61.08,33.7189,0.032604,0.0314869
glove-50-angular_100k,20,73.4,51.7539,0.050639,0.0448999
glove-50-angular_100k,30,79.4,67.5719,0.066457,0.060567
glove-50-angular_100k,40,83.18,78.9409,0.077826,0.0754393
glove-50-angular_100k,50,85.6,96.9539,0.095839,0.0897763
glove-50-angular_100k,60,87.33,111.186,0.110071,0.103981
glove-50-angular_100k,70,88.7,125.141,0.124026,0.117877
glove-50-angular_100k,80,89.9,140.784,0.139669,0.133447
glove-50-angular_100k,90,90.66,153.145,0.15203,0.145758
glove-50-angular_100k,100,91.49,172.41,0.171295,0.164859
glove-50-angular_100k,110,92.13,180.327,0.179212,0.172843
glove-50-angular_100k,120,92.66,192.831,0.191716,0.185333
glove-50-angular_100k,130,93.08,218.555,0.21744,0.210857
glove-50-angular_100k,140,93.53,221.467,0.220352,0.213887
glove-50-angular_100k,150,93.9,232.935,0.23182,0.225332
glove-50-angular_100k,160,94.17,243.815,0.2427,0.236213
glove-50-angular_100k,170,94.48,255.74,0.254625,0.248137
glove-50-angular_100k,180,94.75,265.311,0.264196,0.26146
glove-50-angular_100k,190,94.9,281.114,0.279999,0.273413
glove-50-angular_100k,200,95.16,293.861,0.292746,0.286189
glove-50-angular_100k,240,95.8,343.528,0.342413,0.33576
glove-50-angular_100k,280,96.32,386.372,0.385257,0.382457
glove-50-angular_100k,320,96.72,432.556,0.431441,0.428575
glove-50-angular_100k,360,96.91,499.307,0.498192,0.491072
glove-50-angular_100k,400,97.05,528.505,0.52739,0.520366
glove-50-angular_100k,500,97.38,644.009,0.642894,0.635668
glove-50-angular_100k,600,97.57,742.673,0.741558,0.734329
glove-50-angular_100k,700,97.81,834.479,0.833364,0.833986
glove-50-angular_100k,800,97.95,959.33,0.958215,0.950777
glove-50-angular_100k,900,98.04,1038.84,1.03772,1.03033
glove-50-angular_100k,1000,98.12,1140.47,1.13936,1.13985
glove-50-angular_100k,1100,98.17,1241.79,1.24068,1.23315
glove-50-angular_100k,1200,98.24,1316.49,1.31538,1.30794
glove-50-angular_100k,1300,98.28,1417.18,1.41606,1.41251
glove-50-angular_100k,1400,98.32,1495.1,1.49398,1.48653
glove-50-angular_100k,1500,98.38,1577.04,1.57593,1.56849
glove-50-angular_100k,2000,98.5,1991.42,1.99031,1.98684
glove-50-angular_100k,2500,98.55,2391.75,2.39064,2.38314
glove-50-angular_100k,3000,98.61,2746.68,2.74556,2.73812
glove-50-angular_100k,3500,98.62,3071.42,3.0703,3.06289
glove-50-angular_100k,4000,98.63,3407.15,3.40603,3.40261
glove-50-angular_100k,6000,98.65,4616.88,4.61576,4.60855
glove-50-angular_100k,10000,98.68,6750.4,6.74929,6.74227
glove-50-angular_100k,15000,98.72,8974.65,8.97353,8.96709
glove-200-angula_1000k,10,34.921,80.1153,0.71494,0.629514
glove-200-angula_1000k,20,46.112,120.487,1.11866,1.03456
glove-200-angula_1000k,30,52.623,157.245,1.48624,1.40606
glove-200-angula_1000k,40,57.095,191.67,1.83048,1.75911
glove-200-angula_1000k,50,60.187,225.634,2.17013,2.09602
glove-200-angula_1000k,60,62.657,259.421,2.508,2.42432
glove-200-angula_1000k,70,64.551,294.167,2.85545,2.77525
glove-200-angula_1000k,80,66.171,326.05,3.17429,3.08817
glove-200-angula_1000k,90,67.418,357.027,3.48405,3.41132
glove-200-angula_1000k,100,68.541,389.418,3.80797,3.72215
glove-200-angula_1000k,110,69.573,419.477,4.10856,4.03684
glove-200-angula_1000k,120,70.451,448.495,4.39874,4.33429
glove-200-angula_1000k,130,71.14,476.85,4.68229,4.63233
glove-200-angula_1000k,140,71.787,506.432,4.9781,4.92349
glove-200-angula_1000k,150,72.455,536.767,5.28145,5.21779
glove-200-angula_1000k,160,73.02,562.348,5.53726,5.48238
glove-200-angula_1000k,170,73.567,587.398,5.78776,5.74179
glove-200-angula_1000k,180,74.065,615.805,6.07184,6.02952
glove-200-angula_1000k,190,74.51,642.638,6.34017,6.29358
glove-200-angula_1000k,200,74.918,670.874,6.62253,6.59154
glove-200-angula_1000k,240,76.265,783.476,7.74855,7.70054
glove-200-angula_1000k,280,77.263,889.447,8.80825,8.78218
glove-200-angula_1000k,320,78.005,992.985,9.84363,9.82905
glove-200-angula_1000k,360,78.712,1093.43,10.8481,10.853
glove-200-angula_1000k,400,79.247,1195.59,11.8697,11.8781
glove-200-angula_1000k,500,80.31,1441.46,14.3284,14.3558
glove-200-angula_1000k,600,81.048,1674.53,16.6591,16.714
glove-200-angula_1000k,700,81.62,1900.5,18.9188,18.994
glove-200-angula_1000k,800,82.082,2121.42,21.128,21.2235
glove-200-angula_1000k,900,82.45,2338.17,23.2955,23.4257
glove-200-angula_1000k,1000,82.775,2550.39,25.4177,25.5674
glove-200-angula_1000k,1100,82.99,2751.26,27.4264,27.6047
glove-200-angula_1000k,1200,83.213,2952.15,29.4353,29.6178
glove-200-angula_1000k,1300,83.386,3146.59,31.3797,31.5782
glove-200-angula_1000k,1400,83.522,3336.8,33.2818,33.5044
glove-200-angula_1000k,1500,83.667,3498.01,34.8939,34.8122
glove-200-angula_1000k,2000,84.277,4387.91,43.7929,43.7232
glove-200-angula_1000k,2500,84.603,5209.55,52.0093,51.92
glove-200-angula_1000k,3000,84.851,5983.66,59.7504,59.6617
glove-200-angula_1000k,3500,85.039,6722.25,67.1363,67.0481
glove-200-angula_1000k,4000,85.157,7435.6,74.2698,74.1955
glove-200-angula_1000k,6000,85.562,10036.7,100.281,100.213
glove-200-angula_1000k,10000,85.913,14600.7,145.921,145.879
glove-200-angula_1000k,15000,86.125,19662.6,196.54,196.516